¸ñÍø±àºÅ,wkt×ø±ê
2353,"MULTIPOLYGON (((442943.69714851433 4437540.4441694766, 443943.69714851433 4437540.4441694766, 443943.69714851433 4438540.4441694766, 442943.69714851433 4438540.4441694766, 442943.69714851433 4437540.4441694766)))"
2354,"MULTIPOLYGON (((443943.69714851433 4437540.4441694766, 444943.69714851433 4437540.4441694766, 444943.69714851433 4438540.4441694766, 443943.69714851433 4438540.4441694766, 443943.69714851433 4437540.4441694766)))"
2355,"MULTIPOLYGON (((444943.69714851433 4437540.4441694766, 445943.69714851433 4437540.4441694766, 445943.69714851433 4438540.4441694766, 444943.69714851433 4438540.4441694766, 444943.69714851433 4437540.4441694766)))"
2356,"MULTIPOLYGON (((445943.69714851433 4437540.4441694766, 446943.69714851433 4437540.4441694766, 446943.69714851433 4438540.4441694766, 445943.69714851433 4438540.4441694766, 445943.69714851433 4437540.4441694766)))"
2357,"MULTIPOLYGON (((446943.69714851433 4437540.4441694766, 447943.69714851433 4437540.4441694766, 447943.69714851433 4438540.4441694766, 446943.69714851433 4438540.4441694766, 446943.69714851433 4437540.4441694766)))"
2358,"MULTIPOLYGON (((447943.69714851433 4437540.4441694766, 448943.69714851433 4437540.4441694766, 448943.69714851433 4438540.4441694766, 447943.69714851433 4438540.4441694766, 447943.69714851433 4437540.4441694766)))"
2359,"MULTIPOLYGON (((448943.69714851433 4437540.4441694766, 449943.69714851433 4437540.4441694766, 449943.69714851433 4438540.4441694766, 448943.69714851433 4438540.4441694766, 448943.69714851433 4437540.4441694766)))"
2360,"MULTIPOLYGON (((449943.69714851433 4437540.4441694766, 450943.69714851433 4437540.4441694766, 450943.69714851433 4438540.4441694766, 449943.69714851433 4438540.4441694766, 449943.69714851433 4437540.4441694766)))"
2361,"MULTIPOLYGON (((450943.69714851433 4437540.4441694766, 451943.69714851433 4437540.4441694766, 451943.69714851433 4438540.4441694766, 450943.69714851433 4438540.4441694766, 450943.69714851433 4437540.4441694766)))"
2362,"MULTIPOLYGON (((451943.69714851433 4437540.4441694766, 452943.69714851433 4437540.4441694766, 452943.69714851433 4438540.4441694766, 451943.69714851433 4438540.4441694766, 451943.69714851433 4437540.4441694766)))"
2363,"MULTIPOLYGON (((452943.69714851433 4437540.4441694766, 453943.69714851433 4437540.4441694766, 453943.69714851433 4438540.4441694766, 452943.69714851433 4438540.4441694766, 452943.69714851433 4437540.4441694766)))"
2364,"MULTIPOLYGON (((453943.69714851433 4437540.4441694766, 454943.69714851433 4437540.4441694766, 454943.69714851433 4438540.4441694766, 453943.69714851433 4438540.4441694766, 453943.69714851433 4437540.4441694766)))"
2365,"MULTIPOLYGON (((454943.69714851433 4437540.4441694766, 455943.69714851433 4437540.4441694766, 455943.69714851433 4438540.4441694766, 454943.69714851433 4438540.4441694766, 454943.69714851433 4437540.4441694766)))"
2366,"MULTIPOLYGON (((455943.69714851433 4437540.4441694766, 456943.69714851433 4437540.4441694766, 456943.69714851433 4438540.4441694766, 455943.69714851433 4438540.4441694766, 455943.69714851433 4437540.4441694766)))"
2367,"MULTIPOLYGON (((456943.69714851433 4437540.4441694766, 457943.69714851433 4437540.4441694766, 457943.69714851433 4438540.4441694766, 456943.69714851433 4438540.4441694766, 456943.69714851433 4437540.4441694766)))"
2368,"MULTIPOLYGON (((457943.69714851433 4437540.4441694766, 458943.69714851433 4437540.4441694766, 458943.69714851433 4438540.4441694766, 457943.69714851433 4438540.4441694766, 457943.69714851433 4437540.4441694766)))"
2369,"MULTIPOLYGON (((458943.69714851433 4437540.4441694766, 459943.69714851433 4437540.4441694766, 459943.69714851433 4438540.4441694766, 458943.69714851433 4438540.4441694766, 458943.69714851433 4437540.4441694766)))"
2370,"MULTIPOLYGON (((459943.69714851433 4437540.4441694766, 460943.69714851433 4437540.4441694766, 460943.69714851433 4438540.4441694766, 459943.69714851433 4438540.4441694766, 459943.69714851433 4437540.4441694766)))"
2371,"MULTIPOLYGON (((460943.69714851433 4437540.4441694766, 461943.69714851433 4437540.4441694766, 461943.69714851433 4438540.4441694766, 460943.69714851433 4438540.4441694766, 460943.69714851433 4437540.4441694766)))"
2372,"MULTIPOLYGON (((461943.69714851433 4437540.4441694766, 462943.69714851433 4437540.4441694766, 462943.69714851433 4438540.4441694766, 461943.69714851433 4438540.4441694766, 461943.69714851433 4437540.4441694766)))"
2373,"MULTIPOLYGON (((462943.69714851433 4437540.4441694766, 463943.69714851433 4437540.4441694766, 463943.69714851433 4438540.4441694766, 462943.69714851433 4438540.4441694766, 462943.69714851433 4437540.4441694766)))"
2374,"MULTIPOLYGON (((463943.69714851433 4437540.4441694766, 464943.69714851433 4437540.4441694766, 464943.69714851433 4438540.4441694766, 463943.69714851433 4438540.4441694766, 463943.69714851433 4437540.4441694766)))"
2375,"MULTIPOLYGON (((464943.69714851433 4437540.4441694766, 465943.69714851433 4437540.4441694766, 465943.69714851433 4438540.4441694766, 464943.69714851433 4438540.4441694766, 464943.69714851433 4437540.4441694766)))"
2376,"MULTIPOLYGON (((465943.69714851433 4437540.4441694766, 466943.69714851433 4437540.4441694766, 466943.69714851433 4438540.4441694766, 465943.69714851433 4438540.4441694766, 465943.69714851433 4437540.4441694766)))"
2377,"MULTIPOLYGON (((466943.69714851433 4437540.4441694766, 467943.69714851433 4437540.4441694766, 467943.69714851433 4438540.4441694766, 466943.69714851433 4438540.4441694766, 466943.69714851433 4437540.4441694766)))"
2391,"MULTIPOLYGON (((427943.69714851433 4438540.4441694766, 428943.69714851433 4438540.4441694766, 428943.69714851433 4439540.4441694766, 427943.69714851433 4439540.4441694766, 427943.69714851433 4438540.4441694766)))"
2392,"MULTIPOLYGON (((428943.69714851433 4438540.4441694766, 429943.69714851433 4438540.4441694766, 429943.69714851433 4439540.4441694766, 428943.69714851433 4439540.4441694766, 428943.69714851433 4438540.4441694766)))"
2393,"MULTIPOLYGON (((429943.69714851433 4438540.4441694766, 430943.69714851433 4438540.4441694766, 430943.69714851433 4439540.4441694766, 429943.69714851433 4439540.4441694766, 429943.69714851433 4438540.4441694766)))"
2394,"MULTIPOLYGON (((430943.69714851433 4438540.4441694766, 431943.69714851433 4438540.4441694766, 431943.69714851433 4439540.4441694766, 430943.69714851433 4439540.4441694766, 430943.69714851433 4438540.4441694766)))"
2395,"MULTIPOLYGON (((431943.69714851433 4438540.4441694766, 432943.69714851433 4438540.4441694766, 432943.69714851433 4439540.4441694766, 431943.69714851433 4439540.4441694766, 431943.69714851433 4438540.4441694766)))"
2396,"MULTIPOLYGON (((432943.69714851433 4438540.4441694766, 433943.69714851433 4438540.4441694766, 433943.69714851433 4439540.4441694766, 432943.69714851433 4439540.4441694766, 432943.69714851433 4438540.4441694766)))"
2397,"MULTIPOLYGON (((433943.69714851433 4438540.4441694766, 434943.69714851433 4438540.4441694766, 434943.69714851433 4439540.4441694766, 433943.69714851433 4439540.4441694766, 433943.69714851433 4438540.4441694766)))"
2398,"MULTIPOLYGON (((434943.69714851433 4438540.4441694766, 435943.69714851433 4438540.4441694766, 435943.69714851433 4439540.4441694766, 434943.69714851433 4439540.4441694766, 434943.69714851433 4438540.4441694766)))"
2399,"MULTIPOLYGON (((435943.69714851433 4438540.4441694766, 436943.69714851433 4438540.4441694766, 436943.69714851433 4439540.4441694766, 435943.69714851433 4439540.4441694766, 435943.69714851433 4438540.4441694766)))"
2400,"MULTIPOLYGON (((436943.69714851433 4438540.4441694766, 437943.69714851433 4438540.4441694766, 437943.69714851433 4439540.4441694766, 436943.69714851433 4439540.4441694766, 436943.69714851433 4438540.4441694766)))"
2401,"MULTIPOLYGON (((437943.69714851433 4438540.4441694766, 438943.69714851433 4438540.4441694766, 438943.69714851433 4439540.4441694766, 437943.69714851433 4439540.4441694766, 437943.69714851433 4438540.4441694766)))"
2402,"MULTIPOLYGON (((438943.69714851433 4438540.4441694766, 439943.69714851433 4438540.4441694766, 439943.69714851433 4439540.4441694766, 438943.69714851433 4439540.4441694766, 438943.69714851433 4438540.4441694766)))"
2403,"MULTIPOLYGON (((439943.69714851433 4438540.4441694766, 440943.69714851433 4438540.4441694766, 440943.69714851433 4439540.4441694766, 439943.69714851433 4439540.4441694766, 439943.69714851433 4438540.4441694766)))"
2404,"MULTIPOLYGON (((440943.69714851433 4438540.4441694766, 441943.69714851433 4438540.4441694766, 441943.69714851433 4439540.4441694766, 440943.69714851433 4439540.4441694766, 440943.69714851433 4438540.4441694766)))"
2405,"MULTIPOLYGON (((441943.69714851433 4438540.4441694766, 442943.69714851433 4438540.4441694766, 442943.69714851433 4439540.4441694766, 441943.69714851433 4439540.4441694766, 441943.69714851433 4438540.4441694766)))"
2406,"MULTIPOLYGON (((442943.69714851433 4438540.4441694766, 443943.69714851433 4438540.4441694766, 443943.69714851433 4439540.4441694766, 442943.69714851433 4439540.4441694766, 442943.69714851433 4438540.4441694766)))"
2407,"MULTIPOLYGON (((443943.69714851433 4438540.4441694766, 444943.69714851433 4438540.4441694766, 444943.69714851433 4439540.4441694766, 443943.69714851433 4439540.4441694766, 443943.69714851433 4438540.4441694766)))"
2408,"MULTIPOLYGON (((444943.69714851433 4438540.4441694766, 445943.69714851433 4438540.4441694766, 445943.69714851433 4439540.4441694766, 444943.69714851433 4439540.4441694766, 444943.69714851433 4438540.4441694766)))"
2409,"MULTIPOLYGON (((445943.69714851433 4438540.4441694766, 446943.69714851433 4438540.4441694766, 446943.69714851433 4439540.4441694766, 445943.69714851433 4439540.4441694766, 445943.69714851433 4438540.4441694766)))"
2410,"MULTIPOLYGON (((446943.69714851433 4438540.4441694766, 447943.69714851433 4438540.4441694766, 447943.69714851433 4439540.4441694766, 446943.69714851433 4439540.4441694766, 446943.69714851433 4438540.4441694766)))"
2411,"MULTIPOLYGON (((447943.69714851433 4438540.4441694766, 448943.69714851433 4438540.4441694766, 448943.69714851433 4439540.4441694766, 447943.69714851433 4439540.4441694766, 447943.69714851433 4438540.4441694766)))"
2412,"MULTIPOLYGON (((448943.69714851433 4438540.4441694766, 449943.69714851433 4438540.4441694766, 449943.69714851433 4439540.4441694766, 448943.69714851433 4439540.4441694766, 448943.69714851433 4438540.4441694766)))"
2413,"MULTIPOLYGON (((449943.69714851433 4438540.4441694766, 450943.69714851433 4438540.4441694766, 450943.69714851433 4439540.4441694766, 449943.69714851433 4439540.4441694766, 449943.69714851433 4438540.4441694766)))"
2414,"MULTIPOLYGON (((450943.69714851433 4438540.4441694766, 451943.69714851433 4438540.4441694766, 451943.69714851433 4439540.4441694766, 450943.69714851433 4439540.4441694766, 450943.69714851433 4438540.4441694766)))"
2415,"MULTIPOLYGON (((451943.69714851433 4438540.4441694766, 452943.69714851433 4438540.4441694766, 452943.69714851433 4439540.4441694766, 451943.69714851433 4439540.4441694766, 451943.69714851433 4438540.4441694766)))"
2416,"MULTIPOLYGON (((452943.69714851433 4438540.4441694766, 453943.69714851433 4438540.4441694766, 453943.69714851433 4439540.4441694766, 452943.69714851433 4439540.4441694766, 452943.69714851433 4438540.4441694766)))"
2417,"MULTIPOLYGON (((453943.69714851433 4438540.4441694766, 454943.69714851433 4438540.4441694766, 454943.69714851433 4439540.4441694766, 453943.69714851433 4439540.4441694766, 453943.69714851433 4438540.4441694766)))"
2418,"MULTIPOLYGON (((454943.69714851433 4438540.4441694766, 455943.69714851433 4438540.4441694766, 455943.69714851433 4439540.4441694766, 454943.69714851433 4439540.4441694766, 454943.69714851433 4438540.4441694766)))"
2419,"MULTIPOLYGON (((455943.69714851433 4438540.4441694766, 456943.69714851433 4438540.4441694766, 456943.69714851433 4439540.4441694766, 455943.69714851433 4439540.4441694766, 455943.69714851433 4438540.4441694766)))"
2420,"MULTIPOLYGON (((456943.69714851433 4438540.4441694766, 457943.69714851433 4438540.4441694766, 457943.69714851433 4439540.4441694766, 456943.69714851433 4439540.4441694766, 456943.69714851433 4438540.4441694766)))"
2421,"MULTIPOLYGON (((457943.69714851433 4438540.4441694766, 458943.69714851433 4438540.4441694766, 458943.69714851433 4439540.4441694766, 457943.69714851433 4439540.4441694766, 457943.69714851433 4438540.4441694766)))"
2422,"MULTIPOLYGON (((458943.69714851433 4438540.4441694766, 459943.69714851433 4438540.4441694766, 459943.69714851433 4439540.4441694766, 458943.69714851433 4439540.4441694766, 458943.69714851433 4438540.4441694766)))"
2423,"MULTIPOLYGON (((459943.69714851433 4438540.4441694766, 460943.69714851433 4438540.4441694766, 460943.69714851433 4439540.4441694766, 459943.69714851433 4439540.4441694766, 459943.69714851433 4438540.4441694766)))"
2424,"MULTIPOLYGON (((460943.69714851433 4438540.4441694766, 461943.69714851433 4438540.4441694766, 461943.69714851433 4439540.4441694766, 460943.69714851433 4439540.4441694766, 460943.69714851433 4438540.4441694766)))"
2425,"MULTIPOLYGON (((461943.69714851433 4438540.4441694766, 462943.69714851433 4438540.4441694766, 462943.69714851433 4439540.4441694766, 461943.69714851433 4439540.4441694766, 461943.69714851433 4438540.4441694766)))"
2426,"MULTIPOLYGON (((462943.69714851433 4438540.4441694766, 463943.69714851433 4438540.4441694766, 463943.69714851433 4439540.4441694766, 462943.69714851433 4439540.4441694766, 462943.69714851433 4438540.4441694766)))"
2427,"MULTIPOLYGON (((463943.69714851433 4438540.4441694766, 464943.69714851433 4438540.4441694766, 464943.69714851433 4439540.4441694766, 463943.69714851433 4439540.4441694766, 463943.69714851433 4438540.4441694766)))"
2428,"MULTIPOLYGON (((464943.69714851433 4438540.4441694766, 465943.69714851433 4438540.4441694766, 465943.69714851433 4439540.4441694766, 464943.69714851433 4439540.4441694766, 464943.69714851433 4438540.4441694766)))"
2429,"MULTIPOLYGON (((465943.69714851433 4438540.4441694766, 466943.69714851433 4438540.4441694766, 466943.69714851433 4439540.4441694766, 465943.69714851433 4439540.4441694766, 465943.69714851433 4438540.4441694766)))"
2430,"MULTIPOLYGON (((466943.69714851433 4438540.4441694766, 467943.69714851433 4438540.4441694766, 467943.69714851433 4439540.4441694766, 466943.69714851433 4439540.4441694766, 466943.69714851433 4438540.4441694766)))"
2444,"MULTIPOLYGON (((427943.69714851433 4439540.4441694766, 428943.69714851433 4439540.4441694766, 428943.69714851433 4440540.4441694766, 427943.69714851433 4440540.4441694766, 427943.69714851433 4439540.4441694766)))"
2445,"MULTIPOLYGON (((428943.69714851433 4439540.4441694766, 429943.69714851433 4439540.4441694766, 429943.69714851433 4440540.4441694766, 428943.69714851433 4440540.4441694766, 428943.69714851433 4439540.4441694766)))"
2446,"MULTIPOLYGON (((429943.69714851433 4439540.4441694766, 430943.69714851433 4439540.4441694766, 430943.69714851433 4440540.4441694766, 429943.69714851433 4440540.4441694766, 429943.69714851433 4439540.4441694766)))"
2447,"MULTIPOLYGON (((430943.69714851433 4439540.4441694766, 431943.69714851433 4439540.4441694766, 431943.69714851433 4440540.4441694766, 430943.69714851433 4440540.4441694766, 430943.69714851433 4439540.4441694766)))"
2448,"MULTIPOLYGON (((431943.69714851433 4439540.4441694766, 432943.69714851433 4439540.4441694766, 432943.69714851433 4440540.4441694766, 431943.69714851433 4440540.4441694766, 431943.69714851433 4439540.4441694766)))"
2449,"MULTIPOLYGON (((432943.69714851433 4439540.4441694766, 433943.69714851433 4439540.4441694766, 433943.69714851433 4440540.4441694766, 432943.69714851433 4440540.4441694766, 432943.69714851433 4439540.4441694766)))"
2450,"MULTIPOLYGON (((433943.69714851433 4439540.4441694766, 434943.69714851433 4439540.4441694766, 434943.69714851433 4440540.4441694766, 433943.69714851433 4440540.4441694766, 433943.69714851433 4439540.4441694766)))"
2451,"MULTIPOLYGON (((434943.69714851433 4439540.4441694766, 435943.69714851433 4439540.4441694766, 435943.69714851433 4440540.4441694766, 434943.69714851433 4440540.4441694766, 434943.69714851433 4439540.4441694766)))"
2452,"MULTIPOLYGON (((435943.69714851433 4439540.4441694766, 436943.69714851433 4439540.4441694766, 436943.69714851433 4440540.4441694766, 435943.69714851433 4440540.4441694766, 435943.69714851433 4439540.4441694766)))"
2453,"MULTIPOLYGON (((436943.69714851433 4439540.4441694766, 437943.69714851433 4439540.4441694766, 437943.69714851433 4440540.4441694766, 436943.69714851433 4440540.4441694766, 436943.69714851433 4439540.4441694766)))"
2454,"MULTIPOLYGON (((437943.69714851433 4439540.4441694766, 438943.69714851433 4439540.4441694766, 438943.69714851433 4440540.4441694766, 437943.69714851433 4440540.4441694766, 437943.69714851433 4439540.4441694766)))"
2455,"MULTIPOLYGON (((438943.69714851433 4439540.4441694766, 439943.69714851433 4439540.4441694766, 439943.69714851433 4440540.4441694766, 438943.69714851433 4440540.4441694766, 438943.69714851433 4439540.4441694766)))"
2456,"MULTIPOLYGON (((439943.69714851433 4439540.4441694766, 440943.69714851433 4439540.4441694766, 440943.69714851433 4440540.4441694766, 439943.69714851433 4440540.4441694766, 439943.69714851433 4439540.4441694766)))"
2457,"MULTIPOLYGON (((440943.69714851433 4439540.4441694766, 441943.69714851433 4439540.4441694766, 441943.69714851433 4440540.4441694766, 440943.69714851433 4440540.4441694766, 440943.69714851433 4439540.4441694766)))"
2458,"MULTIPOLYGON (((441943.69714851433 4439540.4441694766, 442943.69714851433 4439540.4441694766, 442943.69714851433 4440540.4441694766, 441943.69714851433 4440540.4441694766, 441943.69714851433 4439540.4441694766)))"
2459,"MULTIPOLYGON (((442943.69714851433 4439540.4441694766, 443943.69714851433 4439540.4441694766, 443943.69714851433 4440540.4441694766, 442943.69714851433 4440540.4441694766, 442943.69714851433 4439540.4441694766)))"
2460,"MULTIPOLYGON (((443943.69714851433 4439540.4441694766, 444943.69714851433 4439540.4441694766, 444943.69714851433 4440540.4441694766, 443943.69714851433 4440540.4441694766, 443943.69714851433 4439540.4441694766)))"
2461,"MULTIPOLYGON (((444943.69714851433 4439540.4441694766, 445943.69714851433 4439540.4441694766, 445943.69714851433 4440540.4441694766, 444943.69714851433 4440540.4441694766, 444943.69714851433 4439540.4441694766)))"
2462,"MULTIPOLYGON (((445943.69714851433 4439540.4441694766, 446943.69714851433 4439540.4441694766, 446943.69714851433 4440540.4441694766, 445943.69714851433 4440540.4441694766, 445943.69714851433 4439540.4441694766)))"
2463,"MULTIPOLYGON (((446943.69714851433 4439540.4441694766, 447943.69714851433 4439540.4441694766, 447943.69714851433 4440540.4441694766, 446943.69714851433 4440540.4441694766, 446943.69714851433 4439540.4441694766)))"
2464,"MULTIPOLYGON (((447943.69714851433 4439540.4441694766, 448943.69714851433 4439540.4441694766, 448943.69714851433 4440540.4441694766, 447943.69714851433 4440540.4441694766, 447943.69714851433 4439540.4441694766)))"
2465,"MULTIPOLYGON (((448943.69714851433 4439540.4441694766, 449943.69714851433 4439540.4441694766, 449943.69714851433 4440540.4441694766, 448943.69714851433 4440540.4441694766, 448943.69714851433 4439540.4441694766)))"
2466,"MULTIPOLYGON (((449943.69714851433 4439540.4441694766, 450943.69714851433 4439540.4441694766, 450943.69714851433 4440540.4441694766, 449943.69714851433 4440540.4441694766, 449943.69714851433 4439540.4441694766)))"
2467,"MULTIPOLYGON (((450943.69714851433 4439540.4441694766, 451943.69714851433 4439540.4441694766, 451943.69714851433 4440540.4441694766, 450943.69714851433 4440540.4441694766, 450943.69714851433 4439540.4441694766)))"
2468,"MULTIPOLYGON (((451943.69714851433 4439540.4441694766, 452943.69714851433 4439540.4441694766, 452943.69714851433 4440540.4441694766, 451943.69714851433 4440540.4441694766, 451943.69714851433 4439540.4441694766)))"
2469,"MULTIPOLYGON (((452943.69714851433 4439540.4441694766, 453943.69714851433 4439540.4441694766, 453943.69714851433 4440540.4441694766, 452943.69714851433 4440540.4441694766, 452943.69714851433 4439540.4441694766)))"
2470,"MULTIPOLYGON (((453943.69714851433 4439540.4441694766, 454943.69714851433 4439540.4441694766, 454943.69714851433 4440540.4441694766, 453943.69714851433 4440540.4441694766, 453943.69714851433 4439540.4441694766)))"
2471,"MULTIPOLYGON (((454943.69714851433 4439540.4441694766, 455943.69714851433 4439540.4441694766, 455943.69714851433 4440540.4441694766, 454943.69714851433 4440540.4441694766, 454943.69714851433 4439540.4441694766)))"
2472,"MULTIPOLYGON (((455943.69714851433 4439540.4441694766, 456943.69714851433 4439540.4441694766, 456943.69714851433 4440540.4441694766, 455943.69714851433 4440540.4441694766, 455943.69714851433 4439540.4441694766)))"
2473,"MULTIPOLYGON (((456943.69714851433 4439540.4441694766, 457943.69714851433 4439540.4441694766, 457943.69714851433 4440540.4441694766, 456943.69714851433 4440540.4441694766, 456943.69714851433 4439540.4441694766)))"
2474,"MULTIPOLYGON (((457943.69714851433 4439540.4441694766, 458943.69714851433 4439540.4441694766, 458943.69714851433 4440540.4441694766, 457943.69714851433 4440540.4441694766, 457943.69714851433 4439540.4441694766)))"
2475,"MULTIPOLYGON (((458943.69714851433 4439540.4441694766, 459943.69714851433 4439540.4441694766, 459943.69714851433 4440540.4441694766, 458943.69714851433 4440540.4441694766, 458943.69714851433 4439540.4441694766)))"
2476,"MULTIPOLYGON (((459943.69714851433 4439540.4441694766, 460943.69714851433 4439540.4441694766, 460943.69714851433 4440540.4441694766, 459943.69714851433 4440540.4441694766, 459943.69714851433 4439540.4441694766)))"
2477,"MULTIPOLYGON (((460943.69714851433 4439540.4441694766, 461943.69714851433 4439540.4441694766, 461943.69714851433 4440540.4441694766, 460943.69714851433 4440540.4441694766, 460943.69714851433 4439540.4441694766)))"
2478,"MULTIPOLYGON (((461943.69714851433 4439540.4441694766, 462943.69714851433 4439540.4441694766, 462943.69714851433 4440540.4441694766, 461943.69714851433 4440540.4441694766, 461943.69714851433 4439540.4441694766)))"
2479,"MULTIPOLYGON (((462943.69714851433 4439540.4441694766, 463943.69714851433 4439540.4441694766, 463943.69714851433 4440540.4441694766, 462943.69714851433 4440540.4441694766, 462943.69714851433 4439540.4441694766)))"
2480,"MULTIPOLYGON (((463943.69714851433 4439540.4441694766, 464943.69714851433 4439540.4441694766, 464943.69714851433 4440540.4441694766, 463943.69714851433 4440540.4441694766, 463943.69714851433 4439540.4441694766)))"
2481,"MULTIPOLYGON (((464943.69714851433 4439540.4441694766, 465943.69714851433 4439540.4441694766, 465943.69714851433 4440540.4441694766, 464943.69714851433 4440540.4441694766, 464943.69714851433 4439540.4441694766)))"
2482,"MULTIPOLYGON (((465943.69714851433 4439540.4441694766, 466943.69714851433 4439540.4441694766, 466943.69714851433 4440540.4441694766, 465943.69714851433 4440540.4441694766, 465943.69714851433 4439540.4441694766)))"
2497,"MULTIPOLYGON (((427943.69714851433 4440540.4441694766, 428943.69714851433 4440540.4441694766, 428943.69714851433 4441540.4441694766, 427943.69714851433 4441540.4441694766, 427943.69714851433 4440540.4441694766)))"
2498,"MULTIPOLYGON (((428943.69714851433 4440540.4441694766, 429943.69714851433 4440540.4441694766, 429943.69714851433 4441540.4441694766, 428943.69714851433 4441540.4441694766, 428943.69714851433 4440540.4441694766)))"
2499,"MULTIPOLYGON (((429943.69714851433 4440540.4441694766, 430943.69714851433 4440540.4441694766, 430943.69714851433 4441540.4441694766, 429943.69714851433 4441540.4441694766, 429943.69714851433 4440540.4441694766)))"
2500,"MULTIPOLYGON (((430943.69714851433 4440540.4441694766, 431943.69714851433 4440540.4441694766, 431943.69714851433 4441540.4441694766, 430943.69714851433 4441540.4441694766, 430943.69714851433 4440540.4441694766)))"
2501,"MULTIPOLYGON (((431943.69714851433 4440540.4441694766, 432943.69714851433 4440540.4441694766, 432943.69714851433 4441540.4441694766, 431943.69714851433 4441540.4441694766, 431943.69714851433 4440540.4441694766)))"
2502,"MULTIPOLYGON (((432943.69714851433 4440540.4441694766, 433943.69714851433 4440540.4441694766, 433943.69714851433 4441540.4441694766, 432943.69714851433 4441540.4441694766, 432943.69714851433 4440540.4441694766)))"
2503,"MULTIPOLYGON (((433943.69714851433 4440540.4441694766, 434943.69714851433 4440540.4441694766, 434943.69714851433 4441540.4441694766, 433943.69714851433 4441540.4441694766, 433943.69714851433 4440540.4441694766)))"
2504,"MULTIPOLYGON (((434943.69714851433 4440540.4441694766, 435943.69714851433 4440540.4441694766, 435943.69714851433 4441540.4441694766, 434943.69714851433 4441540.4441694766, 434943.69714851433 4440540.4441694766)))"
2505,"MULTIPOLYGON (((435943.69714851433 4440540.4441694766, 436943.69714851433 4440540.4441694766, 436943.69714851433 4441540.4441694766, 435943.69714851433 4441540.4441694766, 435943.69714851433 4440540.4441694766)))"
2506,"MULTIPOLYGON (((436943.69714851433 4440540.4441694766, 437943.69714851433 4440540.4441694766, 437943.69714851433 4441540.4441694766, 436943.69714851433 4441540.4441694766, 436943.69714851433 4440540.4441694766)))"
2507,"MULTIPOLYGON (((437943.69714851433 4440540.4441694766, 438943.69714851433 4440540.4441694766, 438943.69714851433 4441540.4441694766, 437943.69714851433 4441540.4441694766, 437943.69714851433 4440540.4441694766)))"
2508,"MULTIPOLYGON (((438943.69714851433 4440540.4441694766, 439943.69714851433 4440540.4441694766, 439943.69714851433 4441540.4441694766, 438943.69714851433 4441540.4441694766, 438943.69714851433 4440540.4441694766)))"
2509,"MULTIPOLYGON (((439943.69714851433 4440540.4441694766, 440943.69714851433 4440540.4441694766, 440943.69714851433 4441540.4441694766, 439943.69714851433 4441540.4441694766, 439943.69714851433 4440540.4441694766)))"
2510,"MULTIPOLYGON (((440943.69714851433 4440540.4441694766, 441943.69714851433 4440540.4441694766, 441943.69714851433 4441540.4441694766, 440943.69714851433 4441540.4441694766, 440943.69714851433 4440540.4441694766)))"
2511,"MULTIPOLYGON (((441943.69714851433 4440540.4441694766, 442943.69714851433 4440540.4441694766, 442943.69714851433 4441540.4441694766, 441943.69714851433 4441540.4441694766, 441943.69714851433 4440540.4441694766)))"
2512,"MULTIPOLYGON (((442943.69714851433 4440540.4441694766, 443943.69714851433 4440540.4441694766, 443943.69714851433 4441540.4441694766, 442943.69714851433 4441540.4441694766, 442943.69714851433 4440540.4441694766)))"
2513,"MULTIPOLYGON (((443943.69714851433 4440540.4441694766, 444943.69714851433 4440540.4441694766, 444943.69714851433 4441540.4441694766, 443943.69714851433 4441540.4441694766, 443943.69714851433 4440540.4441694766)))"
2514,"MULTIPOLYGON (((444943.69714851433 4440540.4441694766, 445943.69714851433 4440540.4441694766, 445943.69714851433 4441540.4441694766, 444943.69714851433 4441540.4441694766, 444943.69714851433 4440540.4441694766)))"
2515,"MULTIPOLYGON (((445943.69714851433 4440540.4441694766, 446943.69714851433 4440540.4441694766, 446943.69714851433 4441540.4441694766, 445943.69714851433 4441540.4441694766, 445943.69714851433 4440540.4441694766)))"
2516,"MULTIPOLYGON (((446943.69714851433 4440540.4441694766, 447943.69714851433 4440540.4441694766, 447943.69714851433 4441540.4441694766, 446943.69714851433 4441540.4441694766, 446943.69714851433 4440540.4441694766)))"
2517,"MULTIPOLYGON (((447943.69714851433 4440540.4441694766, 448943.69714851433 4440540.4441694766, 448943.69714851433 4441540.4441694766, 447943.69714851433 4441540.4441694766, 447943.69714851433 4440540.4441694766)))"
2518,"MULTIPOLYGON (((448943.69714851433 4440540.4441694766, 449943.69714851433 4440540.4441694766, 449943.69714851433 4441540.4441694766, 448943.69714851433 4441540.4441694766, 448943.69714851433 4440540.4441694766)))"
2519,"MULTIPOLYGON (((449943.69714851433 4440540.4441694766, 450943.69714851433 4440540.4441694766, 450943.69714851433 4441540.4441694766, 449943.69714851433 4441540.4441694766, 449943.69714851433 4440540.4441694766)))"
2520,"MULTIPOLYGON (((450943.69714851433 4440540.4441694766, 451943.69714851433 4440540.4441694766, 451943.69714851433 4441540.4441694766, 450943.69714851433 4441540.4441694766, 450943.69714851433 4440540.4441694766)))"
2521,"MULTIPOLYGON (((451943.69714851433 4440540.4441694766, 452943.69714851433 4440540.4441694766, 452943.69714851433 4441540.4441694766, 451943.69714851433 4441540.4441694766, 451943.69714851433 4440540.4441694766)))"
