label,lng,Lat
541,116.2227354,39.78370963
542,116.2344127,39.78378726
543,116.2460901,39.78386371
544,116.2577675,39.78393898
545,116.2694449,39.78401308
546,116.2811224,39.78408601
547,116.2927999,39.78415775
548,116.3044775,39.78422833
549,116.3161551,39.78429773
550,116.3278328,39.78436595
551,116.3395105,39.78443301
552,116.3511882,39.78449888
553,116.362866,39.78456358
554,116.3745438,39.78462711
555,116.3862216,39.78468946
556,116.3978995,39.78475063
557,116.4095774,39.78481063
558,116.4212554,39.78486946
559,116.4329334,39.78492711
560,116.4446114,39.78498358
561,116.4562894,39.78503888
562,116.4679675,39.78509301
563,116.4796456,39.78514596
564,116.4913238,39.78519773
565,116.5030019,39.78524833
566,116.5146801,39.78529776
567,116.5263584,39.78534601
568,116.5380366,39.78539308
569,116.5497149,39.78543898
570,116.5613932,39.78548371
571,116.5730716,39.78552726
572,116.5847499,39.78556963
573,116.5964283,39.78561083
574,116.6081067,39.78565085
585,116.1175266,39.79196721
586,116.129205,39.79205544
587,116.1408835,39.79214249
588,116.152562,39.79222836
589,116.1642405,39.79231306
590,116.1759191,39.79239659
591,116.1875978,39.79247894
592,116.1992765,39.79256011
593,116.2109552,39.79264011
594,116.222634,39.79271893
595,116.2343129,39.79279658
596,116.2459917,39.79287306
597,116.2576707,39.79294836
598,116.2693496,39.79302248
599,116.2810286,39.79309543
600,116.2927077,39.7931672
601,116.3043868,39.7932378
602,116.3160659,39.79330722
603,116.3277451,39.79337547
604,116.3394243,39.79344254
605,116.3511036,39.79350843
606,116.3627829,39.79357315
607,116.3744622,39.7936367
608,116.3861416,39.79369907
609,116.397821,39.79376026
610,116.4095004,39.79382028
611,116.4211799,39.79387913
612,116.4328594,39.7939368
613,116.4445389,39.79399329
614,116.4562185,39.79404861
615,116.4678981,39.79410275
616,116.4795777,39.79415572
617,116.4912574,39.79420751
618,116.5029371,39.79425812
619,116.5146168,39.79430756
620,116.5262966,39.79435583
621,116.5379764,39.79440292
622,116.5496562,39.79444883
623,116.561336,39.79449357
624,116.5730159,39.79453714
625,116.5846957,39.79457952
626,116.5963757,39.79462074
627,116.6080556,39.79466077
628,116.6197355,39.79469963
638,116.1174115,39.80097626
639,116.1290914,39.80106452
640,116.1407714,39.80115159
641,116.1524514,39.8012375
642,116.1641315,39.80132222
643,116.1758116,39.80140577
644,116.1874918,39.80148815
645,116.199172,39.80156935
646,116.2108523,39.80164937
647,116.2225326,39.80172822
648,116.2342129,39.8018059
649,116.2458933,39.80188239
650,116.2575738,39.80195772
651,116.2692543,39.80203186
652,116.2809348,39.80210483
653,116.2926154,39.80217663
654,116.304296,39.80224725
655,116.3159767,39.80231669
656,116.3276574,39.80238496
657,116.3393381,39.80245205
658,116.3510189,39.80251797
659,116.3626997,39.80258271
660,116.3743806,39.80264628
661,116.3860614,39.80270867
662,116.3977424,39.80276988
663,116.4094233,39.80282992
664,116.4211043,39.80288878
665,116.4327854,39.80294647
666,116.4444664,39.80300298
667,116.4561475,39.80305832
668,116.4678287,39.80311248
669,116.4795098,39.80316546
670,116.491191,39.80321727
671,116.5028722,39.8032679
672,116.5145535,39.80331736
673,116.5262348,39.80336564
674,116.5379161,39.80341274
675,116.5495974,39.80345867
676,116.5612787,39.80350342
677,116.5729601,39.803547
678,116.5846415,39.8035894
679,116.596323,39.80363063
680,116.6080044,39.80367068
681,116.6196859,39.80370955
682,116.6313674,39.80374725
691,116.1172963,39.8099853
692,116.1289777,39.81007358
693,116.1406592,39.81016068
694,116.1523408,39.81024661
695,116.1640224,39.81033137
696,116.175704,39.81041494
697,116.1873857,39.81049735
698,116.1990675,39.81057857
699,116.2107492,39.81065862
700,116.2224311,39.8107375
701,116.234113,39.81081519
702,116.2457949,39.81089172
703,116.2574769,39.81096706
704,116.2691589,39.81104123
705,116.280841,39.81111423
706,116.2925231,39.81118605
707,116.3042052,39.81125669
708,116.3158874,39.81132615
709,116.3275696,39.81139444
710,116.3392519,39.81146156
711,116.3509342,39.8115275
712,116.3626165,39.81159226
713,116.3742989,39.81165584
714,116.3859813,39.81171825
715,116.3976638,39.81177949
716,116.4093462,39.81183954
717,116.4210288,39.81189843
718,116.4327113,39.81195613
719,116.4443939,39.81201266
720,116.4560765,39.81206801
721,116.4677592,39.81212219
722,116.4794419,39.81217519
723,116.4911246,39.81222702
724,116.5028073,39.81227766
725,116.5144901,39.81232714
726,116.5261729,39.81237543
727,116.5378557,39.81242255
728,116.5495386,39.81246849
729,116.5612215,39.81251326
730,116.5729044,39.81255685
731,116.5845873,39.81259927
732,116.5962703,39.81264051
733,116.6079533,39.81268057
734,116.6196363,39.81271945
735,116.6313193,39.81275716
736,116.6430023,39.8127937
744,116.117181,39.81899432
745,116.128864,39.81908263
746,116.140547,39.81916976
747,116.1522301,39.81925572
748,116.1639132,39.8193405
749,116.1755964,39.8194241
750,116.1872796,39.81950653
751,116.1989629,39.81958778
752,116.2106462,39.81966786
753,116.2223296,39.81974675
754,116.234013,39.81982448
755,116.2456964,39.81990102
756,116.2573799,39.81997639
757,116.2690635,39.82005059
758,116.280747,39.82012361
759,116.2924307,39.82019545
760,116.3041143,39.82026611
761,116.315798,39.8203356
762,116.3274818,39.82040391
763,116.3391656,39.82047105
764,116.3508494,39.82053701
765,116.3625333,39.82060179
766,116.3742172,39.82066539
767,116.3859011,39.82072782
768,116.3975851,39.82078908
769,116.4092691,39.82084915
770,116.4209532,39.82090805
771,116.4326372,39.82096578
772,116.4443214,39.82102232
773,116.4560055,39.8210777
774,116.4676897,39.82113189
775,116.4793739,39.82118491
776,116.4910581,39.82123675
777,116.5027424,39.82128741
778,116.5144267,39.8213369
779,116.526111,39.82138521
780,116.5377954,39.82143235
781,116.5494798,39.8214783
782,116.5611642,39.82152308
783,116.5728486,39.82156669
784,116.5845331,39.82160912
785,116.5962176,39.82165037
786,116.6079021,39.82169044
787,116.6195866,39.82172934
788,116.6312711,39.82176706
789,116.6429557,39.82180361
790,116.6546403,39.82183898
797,116.1170657,39.82800332
798,116.1287502,39.82809166
799,116.1404348,39.82817882
800,116.1521194,39.8282648
801,116.163804,39.82834961
802,116.1754887,39.82843324
803,116.1871734,39.8285157
804,116.1988582,39.82859697
805,116.2105431,39.82867708
806,116.222228,39.828756
807,116.2339129,39.82883375
808,116.2455979,39.82891032
809,116.2572829,39.82898571
810,116.268968,39.82905993
811,116.2806531,39.82913297
812,116.2923382,39.82920483
813,116.3040234,39.82927552
814,116.3157087,39.82934503
815,116.327394,39.82941337
816,116.3390793,39.82948052
817,116.3507646,39.8295465
818,116.36245,39.8296113
819,116.3741354,39.82967493
820,116.3858209,39.82973738
821,116.3975064,39.82979865
822,116.4091919,39.82985875
823,116.4208775,39.82991767
824,116.4325631,39.82997541
825,116.4442488,39.83003197
826,116.4559344,39.83008736
827,116.4676201,39.83014157
828,116.4793059,39.83019461
829,116.4909916,39.83024647
830,116.5026774,39.83029715
831,116.5143633,39.83034665
832,116.5260491,39.83039498
833,116.537735,39.83044213
834,116.5494209,39.8304881
835,116.5611068,39.83053289
836,116.5727928,39.83057651
837,116.5844788,39.83061895
838,116.5961648,39.83066022
839,116.6078508,39.83070031
840,116.6195369,39.83073922
841,116.631223,39.83077695
842,116.6429091,39.83081351
843,116.6545952,39.83084889
844,116.6662813,39.83088309
850,116.1169503,39.83701231
851,116.1286364,39.83710068
852,116.1403224,39.83718787
853,116.1520086,39.83727388
854,116.1636947,39.83735871
855,116.175381,39.83744237
856,116.1870672,39.83752485
857,116.1987536,39.83760615
858,116.2104399,39.83768628
859,116.2221264,39.83776523
860,116.2338128,39.837843
861,116.2454993,39.8379196
862,116.2571859,39.83799502
863,116.2688725,39.83806926
864,116.2805591,39.83814232
865,116.2922458,39.83821421
866,116.3039325,39.83828492
867,116.3156193,39.83835445
868,116.3273061,39.8384228
869,116.3389929,39.83848998
870,116.3506798,39.83855598
871,116.3623667,39.83862081
872,116.3740537,39.83868445
873,116.3857407,39.83874692
874,116.3974277,39.83880821
875,116.4091148,39.83886833
876,116.4208018,39.83892727
877,116.432489,39.83898503
878,116.4441761,39.83904161
879,116.4558633,39.83909702
880,116.4675506,39.83915124
881,116.4792378,39.8392043
882,116.4909251,39.83925617
883,116.5026125,39.83930687
884,116.5142998,39.83935639
885,116.5259872,39.83940473
886,116.5376746,39.83945189
887,116.549362,39.83949788
888,116.5610495,39.83954269
889,116.572737,39.83958632
890,116.5844245,39.83962878
891,116.596112,39.83967005
892,116.6077996,39.83971015
893,116.6194872,39.83974908
894,116.6311748,39.83978682
895,116.6428624,39.83982339
896,116.6545501,39.83985878
897,116.6662377,39.839893
898,116.6779254,39.83992603
904,116.1285225,39.84610969
905,116.1402101,39.8461969
906,116.1518977,39.84628294
907,116.1635854,39.8463678
908,116.1752732,39.84645149
909,116.186961,39.84653399
910,116.1986488,39.84661532
911,116.2103367,39.84669547
912,116.2220247,39.84677445
913,116.2337127,39.84685224
914,116.2454007,39.84692886
915,116.2570888,39.84700431
916,116.2687769,39.84707857
917,116.2804651,39.84715166
918,116.2921533,39.84722357
919,116.3038415,39.8472943
920,116.3155298,39.84736385
921,116.3272181,39.84743223
922,116.3389065,39.84749943
923,116.3505949,39.84756545
924,116.3622834,39.8476303
925,116.3739718,39.84769396
926,116.3856604,39.84775645
927,116.3973489,39.84781776
928,116.4090375,39.8478779
929,116.4207261,39.84793685
930,116.4324148,39.84799463
931,116.4441035,39.84805123
932,116.4557922,39.84810666
933,116.467481,39.8481609
934,116.4791698,39.84821397
935,116.4908586,39.84826586
936,116.5025474,39.84831657
937,116.5142363,39.84836611
938,116.5259252,39.84841446
939,116.5376142,39.84846164
940,116.5493031,39.84850765
941,116.5609921,39.84855247
942,116.5726811,39.84859612
943,116.5843702,39.84863858
944,116.5960592,39.84867988
945,116.6077483,39.84871999
946,116.6194374,39.84875892
947,116.6311266,39.84879668
948,116.6428157,39.84883326
949,116.6545049,39.84886866
950,116.6661941,39.84890289
951,116.6778833,39.84893593
957,116.1284085,39.85511868
958,116.1400977,39.85520592
959,116.1517869,39.85529199
960,116.1634761,39.85537687
961,116.1751654,39.85546058
962,116.1868547,39.85554312
963,116.1985441,39.85562447
964,116.2102335,39.85570465
965,116.221923,39.85578365
966,116.2336125,39.85586147
967,116.245302,39.85593811
968,116.2569917,39.85601358
969,116.2686813,39.85608787
970,116.280371,39.85616098
971,116.2920607,39.85623291
972,116.3037505,39.85630367
973,116.3154403,39.85637324
974,116.3271302,39.85644164
975,116.3388201,39.85650886
976,116.35051,39.8565749
977,116.3622,39.85663977
978,116.37389,39.85670346
979,116.38558,39.85676597
980,116.3972701,39.8568273
981,116.4089602,39.85688745
982,116.4206504,39.85694642
983,116.4323406,39.85700422
984,116.4440308,39.85706084
985,116.4557211,39.85711628
986,116.4674114,39.85717054
987,116.4791017,39.85722363
988,116.490792,39.85727554
989,116.5024824,39.85732626
990,116.5141728,39.85737581
991,116.5258632,39.85742419
992,116.5375537,39.85747138
993,116.5492442,39.8575174
994,116.5609347,39.85756224
995,116.5726253,39.8576059
996,116.5843158,39.85764838
997,116.5960064,39.85768968
998,116.607697,39.85772981
999,116.6193877,39.85776876
1000,116.6310783,39.85780653
1001,116.642769,39.85784312
1002,116.6544597,39.85787853
1003,116.6661505,39.85791277
1004,116.6778412,39.85794582
1005,116.689532,39.8579777
1011,116.1399852,39.86421492
1012,116.1516759,39.86430102
1013,116.1633667,39.86438593
1014,116.1750575,39.86446967
1015,116.1867484,39.86455223
1016,116.1984393,39.86463361
1017,116.2101302,39.86471381
1018,116.2218212,39.86479284
1019,116.2335123,39.86487068
1020,116.2452033,39.86494735
1021,116.2568945,39.86502284
1022,116.2685857,39.86509715
1023,116.2802769,39.86517029
1024,116.2919681,39.86524224
1025,116.3036594,39.86531302
1026,116.3153508,39.86538262
1027,116.3270422,39.86545104
1028,116.3387336,39.86551828
1029,116.3504251,39.86558434
1030,116.3621166,39.86564923
1031,116.3738081,39.86571294
1032,116.3854997,39.86577546
1033,116.3971913,39.86583682
1034,116.4088829,39.86589699
1035,116.4205746,39.86595598
1036,116.4322663,39.8660138
1037,116.4439581,39.86607043
1038,116.4556499,39.86612589
1039,116.4673417,39.86618017
1040,116.4790335,39.86623327
1041,116.4907254,39.8662852
1042,116.5024173,39.86633594
1043,116.5141093,39.86638551
1044,116.5258012,39.8664339
1045,116.5374932,39.86648111
1046,116.5491852,39.86652714
1047,116.5608773,39.86657199
1048,116.5725694,39.86661566
1049,116.5842615,39.86665816
1050,116.5959536,39.86669948
1051,116.6076457,39.86673961
1052,116.6193379,39.86677857
1053,116.6310301,39.86681636
1054,116.6427223,39.86685296
1055,116.6544145,39.86688838
1056,116.6661068,39.86692263
1057,116.6777991,39.8669557
1058,116.6894914,39.86698759
1064,116.1398727,39.87322391
1065,116.1515649,39.87331004
1066,116.1632572,39.87339498
1067,116.1749496,39.87347874
1068,116.186642,39.87356133
1069,116.1983344,39.87364273
1070,116.2100269,39.87372296
1071,116.2217194,39.87380201
1072,116.233412,39.87387988
1073,116.2451046,39.87395657
1074,116.2567973,39.87403209
1075,116.26849,39.87410642
1076,116.2801827,39.87417958
1077,116.2918755,39.87425156
1078,116.3035683,39.87432236
1079,116.3152612,39.87439198
1080,116.3269541,39.87446042
1081,116.3386471,39.87452768
1082,116.3503401,39.87459377
1083,116.3620331,39.87465867
1084,116.3737262,39.8747224
1085,116.3854193,39.87478495
1086,116.3971124,39.87484632
1087,116.4088056,39.87490651
1088,116.4204988,39.87496552
1089,116.4321921,39.87502336
1090,116.4438853,39.87508001
1091,116.4555787,39.87513549
1092,116.467272,39.87518979
1093,116.4789654,39.8752429
1094,116.4906588,39.87529484
1095,116.5023522,39.87534561
1096,116.5140457,39.87539519
1097,116.5257392,39.87544359
1098,116.5374327,39.87549082
1099,116.5491263,39.87553686
1100,116.5608198,39.87558173
1101,116.5725134,39.87562542
1102,116.5842071,39.87566793
1103,116.5959007,39.87570926
1104,116.6075944,39.87574941
1105,116.6192881,39.87578838
1106,116.6309818,39.87582617
1107,116.6426756,39.87586279
1108,116.6543693,39.87589822
1109,116.6660631,39.87593248
1110,116.6777569,39.87596556
1111,116.6894507,39.87599746
1112,116.7011446,39.87602818
1118,116.1514539,39.88231904
1119,116.1631477,39.88240401
1120,116.1748416,39.8824878
1121,116.1865355,39.88257041
1122,116.1982295,39.88265184
1123,116.2099235,39.8827321
1124,116.2216175,39.88281117
1125,116.2333117,39.88288907
1126,116.2450058,39.88296578
1127,116.2567,39.88304132
1128,116.2683942,39.88311568
1129,116.2800885,39.88318886
1130,116.2917828,39.88326086
1131,116.3034772,39.88333168
1132,116.3151716,39.88340132
1133,116.326866,39.88346979
1134,116.3385605,39.88353707
1135,116.3502551,39.88360318
1136,116.3619496,39.88366811
1137,116.3736442,39.88373185
1138,116.3853389,39.88379442
1139,116.3970335,39.88385581
1140,116.4087282,39.88391602
1141,116.420423,39.88397505
1142,116.4321178,39.88403291
1143,116.4438126,39.88408958
1144,116.4555074,39.88414507
1145,116.4672023,39.88419939
1146,116.4788972,39.88425252
1147,116.4905921,39.88430448
1148,116.5022871,39.88435526
1149,116.5139821,39.88440485
1150,116.5256771,39.88445327
1151,116.5373722,39.88450051
1152,116.5490673,39.88454657
1153,116.5607624,39.88459145
1154,116.5724575,39.88463515
1155,116.5841527,39.88467768
1156,116.5958478,39.88471902
1157,116.607543,39.88475918
1158,116.6192383,39.88479817
1159,116.6309335,39.88483597
1160,116.6426288,39.8848726
1161,116.6543241,39.88490805
1162,116.6660194,39.88494232
1163,116.6777147,39.8849754
1164,116.6894101,39.88500731
1165,116.7011055,39.88503804
1171,116.1513428,39.89132803
1172,116.1630382,39.89141302
1173,116.1747336,39.89149684
1174,116.186429,39.89157948
1175,116.1981245,39.89166094
1176,116.2098201,39.89174122
1177,116.2215156,39.89182031
1178,116.2332113,39.89189824
1179,116.244907,39.89197498
1180,116.2566027,39.89205054
1181,116.2682985,39.89212492
1182,116.2799943,39.89219812
1183,116.2916901,39.89227015
1184,116.303386,39.89234099
1185,116.3150819,39.89241066
1186,116.3267779,39.89247914
1187,116.3384739,39.89254645
1188,116.35017,39.89261258
1189,116.3618661,39.89267752
1190,116.3735622,39.89274129
1191,116.3852584,39.89280388
1192,116.3969546,39.89286529
1193,116.4086508,39.89292552
1194,116.4203471,39.89298457
1195,116.4320434,39.89304244
1196,116.4437397,39.89309913
1197,116.4554361,39.89315464
1198,116.4671325,39.89320897
1199,116.478829,39.89326212
1200,116.4905254,39.8933141
1201,116.5022219,39.89336489
1202,116.5139185,39.8934145
1203,116.525615,39.89346294
1204,116.5373116,39.89351019
1205,116.5490082,39.89355627
1206,116.5607049,39.89360116
1207,116.5724015,39.89364488
1208,116.5840982,39.89368741
1209,116.5957949,39.89372877
1210,116.6074917,39.89376895
1211,116.6191884,39.89380795
1212,116.6308852,39.89384576
1213,116.642582,39.8938824
1214,116.6542788,39.89391786
1215,116.6659757,39.89395214
1216,116.6776725,39.89398524
1217,116.6893694,39.89401716
1218,116.7010663,39.89404789
1224,116.1512317,39.900337
1225,116.1629286,39.90042202
1226,116.1746255,39.90050587
1227,116.1863225,39.90058853
1228,116.1980195,39.90067002
1229,116.2097166,39.90075032
1230,116.2214137,39.90082945
1231,116.2331109,39.90090739
1232,116.2448081,39.90098416
1233,116.2565053,39.90105974
1234,116.2682026,39.90113415
1235,116.2799,39.90120737
1236,116.2915974,39.90127942
1237,116.3032948,39.90135029
1238,116.3149923,39.90141998
1239,116.3266898,39.90148848
1240,116.3383873,39.90155581
1241,116.3500849,39.90162196
1242,116.3617825,39.90168693
1243,116.3734802,39.90175071
1244,116.3851779,39.90181332
1245,116.3968756,39.90187475
1246,116.4085734,39.901935
1247,116.4202712,39.90199407
1248,116.431969,39.90205196
1249,116.4436669,39.90210867
1250,116.4553648,39.90216419
1251,116.4670627,39.90221854
1252,116.4787607,39.90227171
1253,116.4904587,39.9023237
1254,116.5021567,39.90237451
1255,116.5138548,39.90242414
1256,116.5255529,39.90247259
1257,116.537251,39.90251986
1258,116.5489492,39.90256595
1259,116.5606473,39.90261086
1260,116.5723455,39.90265459
1261,116.5840437,39.90269714
1262,116.595742,39.90273851
1263,116.6074403,39.9027787
1264,116.6191385,39.90281771
1265,116.6308369,39.90285554
1266,116.6425352,39.90289219
1267,116.6542336,39.90292766
1268,116.6659319,39.90296194
1269,116.6776303,39.90299505
1270,116.6893287,39.90302698
1271,116.7010272,39.90305773
1276,116.1394222,39.90925973
1277,116.1511205,39.90934596
